username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
,2017-11-27 07:43,0,0,"@SaffyHR @xJasmine @_hellojordan @jen_and_berry @sarahfisher7 @ljbwelty @ysabellemayo @maddiegardner DM us your order number and we'll take care of it!",,@SaffyHR @xJasmine @_hellojordan @jen_and_berry @sarahfisher7 @ljbwelty @ysabellemayo @maddiegardner,,"935172317457666049",https://twitter.com/glossier/status/935172317457666049
,2017-11-27 07:43,0,0,"@J__Day @PersistentWreck @femmetacular The discount is back up and running; and the 20% off should apply to your order at http:// Glossier.com .",,@J__Day @PersistentWreck @femmetacular,,"935172218060988417",https://twitter.com/glossier/status/935172218060988417
,2017-11-27 07:43,0,0,"@maddiegardner DM us your order number and we’ll look into it.",,@maddiegardner,,"935172147114401792",https://twitter.com/glossier/status/935172147114401792
,2017-11-27 07:23,0,0,"@theWisSilent @rasquaxe @d_f_t_b_a_ @rasquaxe The discount is back up and running; and the 20% off should apply to your order at http:// Glossier.com",,@theWisSilent @rasquaxe @d_f_t_b_a_ @rasquaxe,,"935167273622482946",https://twitter.com/glossier/status/935167273622482946
,2017-11-27 07:21,0,0,"@inleslieseyes @hellsbellas DM us with your order number and we can help!",,@inleslieseyes @hellsbellas,,"935166692459732992",https://twitter.com/glossier/status/935166692459732992
,2017-11-27 06:08,8,101,"Clara wears Boy Brow in Black; Cloud Paint in Haze; Haloscope in Moonstone; + Gen G in Like Shop it 20% off https://www. glossier.com/category/makeu p?utm_medium=organicsocial&utm_source=twitter&utm_campaign=post&utm_content=shop_makeup_112717 … pic.twitter.com/h8kPJ74KrZ",,,,"935148433060564992",https://twitter.com/glossier/status/935148433060564992
,2017-11-26 14:06,19,172,"You're so good to you. Treat yourself—> https://www. glossier.com/products?utm_m edium=organicsocial&utm_source=twitter&utm_campaign=post&utm_content=bf_4_112617 … pic.twitter.com/bZdafmFqrR",,,,"934906108594016256",https://twitter.com/glossier/status/934906108594016256
,2017-11-26 08:10,0,0,"The Black Friday sale will end on Monday; November 27th; at 11:59 EST.",,,,"934816629447450624",https://twitter.com/glossier/status/934816629447450624
,2017-11-26 07:16,0,1,"Sorry to hear that! DM us your order number and we can help.",,,,"934803010559102976",https://twitter.com/glossier/status/934803010559102976
,2017-11-26 06:32,9,89,"20% off it all —> https://www. glossier.com/products?utm_m edium=organicsocial&utm_source=twitter&utm_campaign=post&utm_content=bf_3_112517 … pic.twitter.com/dlGIblkcH0",,,,"934792028881346562",https://twitter.com/glossier/status/934792028881346562
,2017-11-26 05:10,0,0,"The Sweatshirt in Medium is out of stock; and we'll let you know when it's back",,,,"934771264958410752",https://twitter.com/glossier/status/934771264958410752
,2017-11-26 05:08,0,0,"Sorry to hear that! DM us your order number and we can help.",,,,"934770903455551488",https://twitter.com/glossier/status/934770903455551488
,2017-11-26 05:07,0,0,"Sorry to hear that! DM us and we can help.",,,,"934770663289745409",https://twitter.com/glossier/status/934770663289745409
,2017-11-25 09:15,4,39,"Our NYC Showroom is open all weekend. Can’t come visit us in NYC? You CAN listen to the same music while you shop digitally—> https://www. glossier.com/free-stuff/mus ic?utm_medium=organicsocial&utm_source=twitter&utm_campaign=post&utm_content=showroom_music_112517 …",,,,"934470532740902912",https://twitter.com/glossier/status/934470532740902912
,2017-11-25 06:30,0,1,"Feel free to DM us and we can help",,,,"934429163154497537",https://twitter.com/glossier/status/934429163154497537
,2017-11-24 13:02,0,1,"DM us your order number and we'll take care of it.",,,,"934165285774462976",https://twitter.com/glossier/status/934165285774462976
,2017-11-24 13:00,0,0,"DM us your order number and we'll look into it.",,,,"934164950318239744",https://twitter.com/glossier/status/934164950318239744
,2017-11-24 12:42,0,0,"Sorry to hear you're having trouble checking out. DM us your issue and we'll help!",,,,"934160330548183042",https://twitter.com/glossier/status/934160330548183042
,2017-11-24 07:25,0,0,"@blytheivory Just sent you a DM!",,@blytheivory,,"934080444076830720",https://twitter.com/glossier/status/934080444076830720
,2017-11-24 06:59,0,0,"Please try clearing your cart; logging out of your Glossier account; clearing your cookies; and placing a new order using an incognito browser. DM us if you have any other questions!",,,,"934074004683526145",https://twitter.com/glossier/status/934074004683526145
,2017-11-24 06:55,0,1,"Yes! You’ll receive 20% off sitewide + free shipping on http:// Glossier.com and in our showroom.",,,,"934073104967532546",https://twitter.com/glossier/status/934073104967532546
,2017-11-24 06:14,20,198,"This could be you. 20% off plus free shipping —> https://www. glossier.com/products?utm_m edium=organicsocial&utm_source=twitter&utm_campaign=post&utm_content=bf_2_112417 … pic.twitter.com/xCGy0DIkRF",,,,"934062622802145281",https://twitter.com/glossier/status/934062622802145281
,2017-11-24 05:27,0,1,"Sorry for the confusion! The Black Friday discount + free shipping will automatically apply at checkout; but cannot be used with any additional discounts or promotions.",,,,"934050842172362753",https://twitter.com/glossier/status/934050842172362753
,2017-11-23 21:22,34,277,"20% off + free shipping sitewide is LIVE —> https://www. glossier.com/products?utm_m edium=organicsocial&utm_source=twitter&utm_campaign=post&utm_content=bf_1_112417 … pic.twitter.com/PZxNoOIkO6",,,,"933928778400780288",https://twitter.com/glossier/status/933928778400780288
,2017-11-23 18:00,377,1005,"pic.twitter.com/2ilj7ogGhJ",,,,"933877835730735104",https://twitter.com/glossier/status/933877835730735104
,2017-11-23 14:04,48,154,"pic.twitter.com/vFEhclmSMX",,,,"933818442007773184",https://twitter.com/glossier/status/933818442007773184
,2017-11-23 09:52,0,0,"We're no longer at 32 Portland Place in London; but you can shop online at http:// Glossier.com :)",,,,"933755166611951616",https://twitter.com/glossier/status/933755166611951616
,2017-11-23 09:14,0,0,"Oh no! DM us and we can help.",,,,"933745640995217408",https://twitter.com/glossier/status/933745640995217408
,2017-11-22 13:17,0,1,"Yep! The Glossier Showroom will be open this weekend. Hope you can stop by",,,,"933444341611319296",https://twitter.com/glossier/status/933444341611319296
,2017-11-22 12:42,0,0,"No plans as of now but we'll let you know if anything changes!",,,,"933435518087462912",https://twitter.com/glossier/status/933435518087462912
,2017-11-22 10:01,14,184,"Cloud Paint in Puff. Pic via @aevp pic.twitter.com/2kJymnF4qS",,@aevp,,"933394904277045248",https://twitter.com/glossier/status/933394904277045248
,2017-11-22 08:54,71,306,"Holiday weekend plans pic via @Allure_magazine pic.twitter.com/DaovNhxmHI",,@Allure_magazine,,"933378190407622656",https://twitter.com/glossier/status/933378190407622656
,2017-11-22 06:34,13,187,"Cloud Painting pic via https://www. instagram.com/_worldwidefash ionista_/ … pic.twitter.com/HWl4RtRorL",,,,"933342976004239360",https://twitter.com/glossier/status/933342976004239360
,2017-11-21 12:47,59,416,"Get creative. pic.twitter.com/HWCgEVoAW9",,,,"933074409631383558",https://twitter.com/glossier/status/933074409631383558
,2017-11-21 08:49,2,2,"We retired our pink pouch set to make room for new merchandise coming early next year :)",,,,"933014624567427074",https://twitter.com/glossier/status/933014624567427074
,2017-11-21 08:42,0,0,"DM us and we can help :)",,,,"933012638602231808",https://twitter.com/glossier/status/933012638602231808
,2017-11-21 08:00,38,342,"Cloud Paint. pic.twitter.com/kq4SUmp4gW",,,,"933002074580586497",https://twitter.com/glossier/status/933002074580586497
,2017-11-20 12:09,40,388,"Glossier in London through 22 November pic.twitter.com/Rz87zyy1DT",,,,"932702530777374722",https://twitter.com/glossier/status/932702530777374722
,2017-11-20 10:49,35,189,"When it’s Monday but you’re already thinking about turkey",,,,"932682267159343104",https://twitter.com/glossier/status/932682267159343104
,2017-11-20 08:00,13,126,"Cloud Paint is for making happy little clouds of color on the face. Enjoy! https://www. glossier.com/products/cloud -paint-quad?utm_medium=organicsocial&utm_source=twitter&utm_campaign=post&utm_content=cp_quad_112017 … pic.twitter.com/0kcwjP4nYm",,,,"932639684966211586",https://twitter.com/glossier/status/932639684966211586
,2017-11-19 15:26,0,0,"Sorry to hear that! DM us with your order number and we can help.",,,,"932389555428380672",https://twitter.com/glossier/status/932389555428380672
,2017-11-19 15:25,0,0,"We offer free shipping on all orders over $30 USD :)",,,,"932389432791044096",https://twitter.com/glossier/status/932389432791044096
,2017-11-19 14:00,55,355,""I want people to realize there's no right or wrong in beauty." https://www. theglobeandmail.com/life/fashion-a nd-beauty/beauty/glossier-founder-emily-weiss-on-building-a-brand-that-speaks-tomillennials/article36938098/ …",,,,"932367889423847424",https://twitter.com/glossier/status/932367889423847424
,2017-11-19 11:11,0,1,"DM us with your order number! We can help with that.",,,,"932325486235136002",https://twitter.com/glossier/status/932325486235136002
,2017-11-19 11:09,0,1,"We recommend using Super Pure within 24 months after opening.",,,,"932324928241782784",https://twitter.com/glossier/status/932324928241782784
,2017-11-19 11:00,0,0,"We're shipping to the U.K. at http:// Glossier.com/UK . DM us if you have any more questions and we can help!",,,,"932322766459691008",https://twitter.com/glossier/status/932322766459691008
,2017-11-19 10:53,0,1,"Stay tuned for more details!",,,,"932320956172947456",https://twitter.com/glossier/status/932320956172947456
,2017-11-19 08:16,0,0,"Sorry that happened! DM us with your order number and we can help.",,,,"932281549705371648",https://twitter.com/glossier/status/932281549705371648
,2017-11-18 10:13,0,0,"Oh no! Please DM us your order number so we can help.",,,,"931948557841715201",https://twitter.com/glossier/status/931948557841715201
,2017-11-18 08:00,4,80,"Glossier in London pic via https://www. instagram.com/mybeautifulcit y/ … pic.twitter.com/NWge4uZWtC",,,,"931914908328853509",https://twitter.com/glossier/status/931914908328853509
,2017-11-17 15:00,29,277,""After 172 years; I received my Cloud Paint in Puff and it's the perfect shade of pink for my fair skin! " pic via https://www. instagram.com/genius_hotel/ pic.twitter.com/Nr0pROksqm",,,,"931658209013764096",https://twitter.com/glossier/status/931658209013764096
,2017-11-17 12:37,5,32,"If you were a Cloud Paint which would you be?",,,,"931622341548834818",https://twitter.com/glossier/status/931622341548834818
,2017-11-17 11:30,0,0,"Yes all sets and duos are available to purchase in the space",,,,"931605365791354881",https://twitter.com/glossier/status/931605365791354881
,2017-11-17 11:19,0,0,"DM us your order number and we'll look into it!",,,,"931602776257425409",https://twitter.com/glossier/status/931602776257425409
,2017-11-17 08:21,102,300,"Friday mood pic.twitter.com/G2p51ijP7H",,,,"931557866460319749",https://twitter.com/glossier/status/931557866460319749
,2017-11-17 03:39,0,0,"DM us and we'll help",,,,"931487006735126528",https://twitter.com/glossier/status/931487006735126528
,2017-11-17 03:37,0,1,"You can pay with a debit or credit card",,,,"931486521932308481",https://twitter.com/glossier/status/931486521932308481
,2017-11-17 03:31,0,0,"@amy_victoria8 We’ll be in London until Wednesday; November 22",,@amy_victoria8,,"931484957465247744",https://twitter.com/glossier/status/931484957465247744
,2017-11-17 03:23,0,0,"Sorry to hear that. DM us and we'll help!",,,,"931482975799267329",https://twitter.com/glossier/status/931482975799267329
,2017-11-16 12:33,13,182,"Four Cloud Paints; endless possibilities. Save $17 ; $23 ; £15 with the quad https://www. glossier.com/products/cloud -paint-quad?utm_medium=organicsocial&utm_source=twitter&utm_campaign=post&utm_content=cp_quad_111617 … pic.twitter.com/fZR2YTn1kB",,,,"931258825264394240",https://twitter.com/glossier/status/931258825264394240
,2017-11-16 12:10,0,2,"Welcome",,,,"931253052224495616",https://twitter.com/glossier/status/931253052224495616
,2017-11-16 10:30,187,578,"Take care & stay moisturized out there!",,,,"931228073835618305",https://twitter.com/glossier/status/931228073835618305
,2017-11-16 06:18,0,0,"DM us and we'll help",,,,"931164608538300417",https://twitter.com/glossier/status/931164608538300417
,2017-11-16 06:02,25,272,"Glossier in London http:// whereisglossier.com pic.twitter.com/4iusX5EUYe",,,,"931160669969362945",https://twitter.com/glossier/status/931160669969362945
,2017-11-15 11:29,0,0,"DM us a selfie and we can help!",,,,"930880481658273792",https://twitter.com/glossier/status/930880481658273792
,2017-11-15 11:29,1,1,"DM us if you need help shopping",,,,"930880353337737216",https://twitter.com/glossier/status/930880353337737216
,2017-11-15 11:21,0,0,"DM us your order number and we'll look into it.",,,,"930878341862838273",https://twitter.com/glossier/status/930878341862838273
,2017-11-15 11:16,0,0,"DM us for details!",,,,"930877161203843072",https://twitter.com/glossier/status/930877161203843072
,2017-11-15 07:33,0,0,"We will only be accepting credit and debit cards for payment in London",,,,"930820982004166656",https://twitter.com/glossier/status/930820982004166656
,2017-11-15 03:25,0,1,"DM us and we'll help",,,,"930758723584356352",https://twitter.com/glossier/status/930758723584356352
,2017-11-15 03:20,0,1,"So sorry to hear that. DM us and we'll help!",,,,"930757464655581184",https://twitter.com/glossier/status/930757464655581184
,2017-11-14 13:55,0,1,"Check your DMs",,,,"930554776642899970",https://twitter.com/glossier/status/930554776642899970
,2017-11-14 13:54,0,1,"We'll keep you posted",,,,"930554432500260870",https://twitter.com/glossier/status/930554432500260870
,2017-11-14 13:53,0,1,"We'll keep you posted",,,,"930554270134435840",https://twitter.com/glossier/status/930554270134435840
,2017-11-14 13:27,0,1,"Credit card only",,,,"930547745294901249",https://twitter.com/glossier/status/930547745294901249
,2017-11-14 11:41,0,0,"Email gTEAM@glossier.com and we can help ASAP",,@glossier,,"930521084687978497",https://twitter.com/glossier/status/930521084687978497
,2017-11-14 11:35,9,141,"LONDON http:// whereisglossier.com/london pic.twitter.com/ClVpEnAMIS",,,,"930519462264082432",https://twitter.com/glossier/status/930519462264082432
,2017-11-14 09:40,0,0,"DM us your order number and we can help",,,,"930490588348276736",https://twitter.com/glossier/status/930490588348276736
,2017-11-14 09:38,0,0,"Sorry to hear that! Check your DMs.",,,,"930490219840892929",https://twitter.com/glossier/status/930490219840892929
,2017-11-14 08:55,58,555,"Be dewy; be matte; just wear moisturizer; put Haloscope all over your entire body. It’s up to you!",,,,"930479241380188160",https://twitter.com/glossier/status/930479241380188160
,2017-11-14 08:21,10,160,"pic.twitter.com/nQyxiY0lhy",,,,"930470744995303424",https://twitter.com/glossier/status/930470744995303424
,2017-11-14 07:57,0,1,"DM us a selfie and we can help!",,,,"930464715918192642",https://twitter.com/glossier/status/930464715918192642
,2017-11-14 04:23,0,1,"DM us and we'll help",,,,"930410832579694592",https://twitter.com/glossier/status/930410832579694592
,2017-11-14 04:17,0,0,"Sorry to hear that. DM us and we'll help!",,,,"930409472543150080",https://twitter.com/glossier/status/930409472543150080
,2017-11-13 14:37,3,56,"NEW mixtape—> listen to music inspired by Glossier You—> https://www. glossier.com/free-stuff/mus ic?utm_medium=organicsocial&utm_source=twitter&utm_campaign=post&utm_content=free_music_111317 … pic.twitter.com/TObvHlP4N6",,,,"930202870649180165",https://twitter.com/glossier/status/930202870649180165
,2017-11-13 08:06,100,488,"Monday pic.twitter.com/rlESxMaNov",,,,"930104602682429441",https://twitter.com/glossier/status/930104602682429441
,2017-11-13 07:40,0,1,"We currently ship within the U.S.; U.K.; and Canada—but we're working hard on getting to as many places as we can. Stay tuned!",,,,"930097934405898241",https://twitter.com/glossier/status/930097934405898241
,2017-11-13 05:57,2,74,"Great idea from @AuroraJames pic.twitter.com/8l5TjdhnAJ",,@AuroraJames,,"930072164841205760",https://twitter.com/glossier/status/930072164841205760
,2017-11-13 02:24,0,1,"All of our products are 100% cruelty-free",,,,"930018433919606784",https://twitter.com/glossier/status/930018433919606784
,2017-11-13 02:17,0,0,"So sorry to hear that. DM us and we'll help.",,,,"930016859537231874",https://twitter.com/glossier/status/930016859537231874
,2017-11-12 15:01,0,0,"So sorry to hear that! DM us with your order number and we can help.",,,,"929846712751050752",https://twitter.com/glossier/status/929846712751050752
,2017-11-12 14:00,25,266,"pic via https://www. instagram.com/abbyalowe/ pic.twitter.com/soh23KGg0f",,,,"929831174133882880",https://twitter.com/glossier/status/929831174133882880
,2017-11-12 13:04,0,0,"DM us with your order number and we can take a look",,,,"929817318254874625",https://twitter.com/glossier/status/929817318254874625
,2017-11-12 09:30,0,0,"DM us with your order number and we can help!",,,,"929763252204113920",https://twitter.com/glossier/status/929763252204113920
,2017-11-12 08:41,0,0,"We use FedEx and USPS for U.S. standard shipping; and UPS for preferred; expedited; and rush shipping methods",,,,"929750907075645440",https://twitter.com/glossier/status/929750907075645440
,2017-11-12 08:00,30,304,"You look good. Pic via @juliannecronin pic.twitter.com/pSWhG2Q4A5",,@juliannecronin,,"929740571840827392",https://twitter.com/glossier/status/929740571840827392
,2017-11-12 07:47,0,0,"DM us with your order number and we can help!",,,,"929737423030022145",https://twitter.com/glossier/status/929737423030022145
,2017-11-11 14:00,6,85,"New Vogue new You pic via https://www. instagram.com/laurengwan/ pic.twitter.com/IInpzPx7ZG",,,,"929468779452514304",https://twitter.com/glossier/status/929468779452514304
,2017-11-11 10:27,0,0,"Oh no! DM us your order number and we can help.",,,,"929415421924651010",https://twitter.com/glossier/status/929415421924651010
,2017-11-11 09:03,0,0,"We don't offer travel sizes of Milky Jelly; but your Glossier masks are TSA approved :)",,,,"929394191943290885",https://twitter.com/glossier/status/929394191943290885
,2017-11-11 09:01,0,0,"DM us and we can take care of it!",,,,"929393710370054144",https://twitter.com/glossier/status/929393710370054144
,2017-11-11 09:01,0,0,"Sorry to see that! DM us and we can help.",,,,"929393544770572288",https://twitter.com/glossier/status/929393544770572288
,2017-11-11 09:00,0,1,"Oh no! DM us your order number and we can help.",,,,"929393396422250497",https://twitter.com/glossier/status/929393396422250497
,2017-11-11 08:00,9,183,"You meet them; they meet you; you meet You. Glossier You; 123 Lafayette Street; Ground Floor. pic.twitter.com/kNxF2srWW8",,,,"929378196130107398",https://twitter.com/glossier/status/929378196130107398
,2017-11-10 14:00,5,56,""Dense and rich and everything that a cold-weather moisturizer needs to be." http:// stylecaster.com/beauty/glossie r-priming-moisturizer-rich-review/ …",,,,"929106399631523840",https://twitter.com/glossier/status/929106399631523840
,2017-11-10 12:31,64,482,"Happy (almost) weekend pic.twitter.com/FdiOiRixdA",,,,"929084240473526277",https://twitter.com/glossier/status/929084240473526277
,2017-11-10 09:43,0,2,"Birthday Balm is fully stocked and available to purchase. DM us if you need help.",,,,"929041752610234368",https://twitter.com/glossier/status/929041752610234368
,2017-11-10 09:38,0,0,"",,,,"929040593032024075",https://twitter.com/glossier/status/929040593032024075
,2017-11-10 09:31,0,0,"DM us and we'll look into it!",,,,"929038801237889027",https://twitter.com/glossier/status/929038801237889027
,2017-11-10 08:56,2,19,"New #glossierwallpaper (it's rich!) —> https://www. glossier.com/free-stuff/wal lpapers …",,,#glossierwallpaper,"929029905190440960",https://twitter.com/glossier/status/929029905190440960
,2017-11-10 03:20,0,0,"Sorry to hear that. DM us and we’ll help!",,,,"928945550086623232",https://twitter.com/glossier/status/928945550086623232
,2017-11-10 03:10,0,0,"Sorry to hear that. DM us and we'll help.",,,,"928943043851497472",https://twitter.com/glossier/status/928943043851497472
,2017-11-10 03:08,0,1,"DM us and we'll help",,,,"928942544741953536",https://twitter.com/glossier/status/928942544741953536
,2017-11-09 14:00,4,72,"Crème de Glossier. https://www. glossier.com/products/primi ng-moisturizer-rich?utm_medium=organicsocial&utm_source=twitter&utm_campaign=post&utm_content=pmr_110917 … pic.twitter.com/Y8Wup7F7kL",,,,"928744015729537024",https://twitter.com/glossier/status/928744015729537024
,2017-11-09 11:46,68,374,"You smell good.",,,,"928710293672333318",https://twitter.com/glossier/status/928710293672333318
,2017-11-09 08:22,0,1,"DM us and we can help!",,,,"928659146391670784",https://twitter.com/glossier/status/928659146391670784
,2017-11-09 08:00,0,1,"DM us your order number and we'll look into it.",,,,"928653427034542086",https://twitter.com/glossier/status/928653427034542086
,2017-11-09 07:00,44,254,"Good morning; Dallas! http:// whereisglossier.com/dallas pic.twitter.com/eL13pCrx57",,,,"928638384666537984",https://twitter.com/glossier/status/928638384666537984
,2017-11-09 03:42,0,0,"DM us and we'll help!",,,,"928588554510524416",https://twitter.com/glossier/status/928588554510524416
,2017-11-09 03:24,0,0,"Sorry to hear that. DM us and we'll help!",,,,"928584008228900864",https://twitter.com/glossier/status/928584008228900864
,2017-11-09 03:22,0,0,"DM us and we'll help",,,,"928583678556504064",https://twitter.com/glossier/status/928583678556504064
,2017-11-08 14:00,37,297,"London! We're coming. Details—> http:// whereisglossier.com/london/?utm_me dium=organicsocial&utm_source=twitter&utm_campaign=post&utm_content=london_110717 … pic.twitter.com/PtLRJUTLUG",,,,"928381619609640960",https://twitter.com/glossier/status/928381619609640960
,2017-11-08 12:14,7,137,"Define "luxury"",,,,"928355079215861763",https://twitter.com/glossier/status/928355079215861763
,2017-11-08 11:39,36,195,"Just because it’s getting colder; don’t forget about the sun! Sun protection = an everyday essential.",,,,"928346266140139527",https://twitter.com/glossier/status/928346266140139527
,2017-11-08 10:07,0,0,"Credit cards are the only form of payment that will be accepted; no debit cards or cash.",,,,"928323181651390466",https://twitter.com/glossier/status/928323181651390466
,2017-11-08 09:22,0,0,"http://www. whereisglossier.com/London",,,,"928311873904300032",https://twitter.com/glossier/status/928311873904300032
,2017-11-08 09:22,0,0,"Scroll to the bottom of the site; and in the bottom right corner you can select your country. DM us if you need any help!",,,,"928311779352080384",https://twitter.com/glossier/status/928311779352080384
,2017-11-08 08:00,231,770,"Halfway through the week pic.twitter.com/WylXvOr301",,,,"928291032231436288",https://twitter.com/glossier/status/928291032231436288
,2017-11-08 06:20,0,0,"DM us your order number and we can help!",,,,"928266034922090496",https://twitter.com/glossier/status/928266034922090496
